_id,date,deaths_total,death_covid,death_covid_contrib,death_unknown_missing
1,2020-04-01T00:00:00,17,12,2,3
2,2020-04-02T00:00:00,30,24,2,4
3,2020-04-03T00:00:00,21,14,2,5
4,2020-04-04T00:00:00,30,23,2,5
5,2020-04-05T00:00:00,28,19,3,6
6,2020-04-06T00:00:00,30,22,5,3
7,2020-04-07T00:00:00,35,27,6,2
8,2020-04-08T00:00:00,38,29,5,4
9,2020-04-09T00:00:00,42,29,6,7
10,2020-04-10T00:00:00,37,31,3,3
11,2020-04-11T00:00:00,44,32,8,4
12,2020-04-12T00:00:00,46,33,7,6
13,2020-04-13T00:00:00,50,32,6,12
14,2020-04-14T00:00:00,46,33,8,5
15,2020-04-15T00:00:00,61,42,7,12
16,2020-04-16T00:00:00,55,37,8,10
17,2020-04-17T00:00:00,54,34,10,10
18,2020-04-18T00:00:00,57,33,14,10
19,2020-04-19T00:00:00,87,68,8,11
20,2020-04-20T00:00:00,57,37,9,11
21,2020-04-21T00:00:00,65,48,11,6
22,2020-04-22T00:00:00,69,49,12,8
23,2020-04-23T00:00:00,59,42,7,10
24,2020-04-24T00:00:00,62,46,10,6
25,2020-04-25T00:00:00,68,38,17,13
26,2020-04-26T00:00:00,65,49,7,9
27,2020-04-27T00:00:00,68,47,16,5
28,2020-04-28T00:00:00,48,28,13,7
29,2020-04-29T00:00:00,68,46,14,8
30,2020-04-30T00:00:00,63,44,11,8
31,2020-05-01T00:00:00,65,49,13,3
32,2020-05-02T00:00:00,52,36,12,4
33,2020-05-03T00:00:00,71,46,15,10
34,2020-05-04T00:00:00,47,35,4,8
35,2020-05-05T00:00:00,41,28,11,2
36,2020-05-06T00:00:00,43,29,8,6
37,2020-05-07T00:00:00,44,28,11,5
38,2020-05-08T00:00:00,40,29,6,5
39,2020-05-09T00:00:00,40,24,9,7
40,2020-05-10T00:00:00,41,25,12,4
41,2020-05-11T00:00:00,38,28,6,4
42,2020-05-12T00:00:00,35,21,11,3
43,2020-05-13T00:00:00,29,23,4,2
44,2020-05-14T00:00:00,26,19,4,3
45,2020-05-15T00:00:00,32,23,7,2
46,2020-05-16T00:00:00,31,22,6,3
47,2020-05-17T00:00:00,26,19,7,0
48,2020-05-18T00:00:00,26,20,2,4
49,2020-05-19T00:00:00,26,17,6,3
50,2020-05-20T00:00:00,19,14,4,1
51,2020-05-21T00:00:00,26,17,7,2
52,2020-05-22T00:00:00,20,18,1,1
53,2020-05-23T00:00:00,25,16,5,4
54,2020-05-24T00:00:00,25,18,4,3
55,2020-05-25T00:00:00,30,21,4,5
56,2020-05-26T00:00:00,39,30,6,3
57,2020-05-27T00:00:00,27,20,2,5
58,2020-05-28T00:00:00,19,14,1,4
59,2020-05-29T00:00:00,25,20,4,1
60,2020-05-30T00:00:00,19,15,3,1
61,2020-05-31T00:00:00,10,9,1,0
62,2020-06-01T00:00:00,12,9,2,1
63,2020-06-02T00:00:00,10,8,2,0
64,2020-06-03T00:00:00,16,9,3,4
65,2020-06-04T00:00:00,18,9,8,1
66,2020-06-05T00:00:00,17,9,5,3
67,2020-06-06T00:00:00,9,8,1,0
68,2020-06-07T00:00:00,9,9,0,0
69,2020-06-08T00:00:00,7,4,1,2
70,2020-06-09T00:00:00,15,11,2,2
71,2020-06-10T00:00:00,5,5,0,0
72,2020-06-11T00:00:00,6,4,1,1
73,2020-06-12T00:00:00,6,2,2,2
74,2020-06-13T00:00:00,11,10,0,1
75,2020-06-14T00:00:00,10,6,4,0
76,2020-06-15T00:00:00,7,5,1,1
77,2020-06-16T00:00:00,4,4,0,0
78,2020-06-17T00:00:00,3,2,1,0
79,2020-06-18T00:00:00,5,4,1,0
80,2020-06-19T00:00:00,4,2,2,0
81,2020-06-20T00:00:00,5,4,0,1
82,2020-06-21T00:00:00,4,3,1,0
83,2020-06-22T00:00:00,7,4,3,0
84,2020-06-23T00:00:00,8,7,0,1
85,2020-06-24T00:00:00,6,5,1,0
86,2020-06-25T00:00:00,3,3,0,0
87,2020-06-26T00:00:00,4,3,1,0
88,2020-06-27T00:00:00,3,3,0,0
89,2020-06-28T00:00:00,4,3,1,0
90,2020-06-29T00:00:00,5,4,0,1
91,2020-06-30T00:00:00,1,1,0,0
92,2020-07-01T00:00:00,2,2,0,0
93,2020-07-02T00:00:00,2,1,1,0
94,2020-07-03T00:00:00,3,1,1,1
95,2020-07-04T00:00:00,1,0,1,0
96,2020-07-05T00:00:00,1,1,0,0
97,2020-07-06T00:00:00,7,5,2,0
98,2020-07-07T00:00:00,5,4,1,0
99,2020-07-08T00:00:00,3,2,1,0
100,2020-07-09T00:00:00,2,2,0,0
101,2020-07-10T00:00:00,5,4,0,1
102,2020-07-11T00:00:00,3,3,0,0
103,2020-07-12T00:00:00,1,0,1,0
104,2020-07-13T00:00:00,4,3,1,0
105,2020-07-14T00:00:00,2,1,1,0
106,2020-07-15T00:00:00,4,2,2,0
107,2020-07-16T00:00:00,3,3,0,0
108,2020-07-17T00:00:00,3,3,0,0
109,2020-07-18T00:00:00,3,3,0,0
110,2020-07-19T00:00:00,1,1,0,0
111,2020-07-20T00:00:00,1,1,0,0
112,2020-07-21T00:00:00,1,1,0,0
113,2020-07-22T00:00:00,1,1,0,0
114,2020-07-23T00:00:00,1,1,0,0
115,2020-07-24T00:00:00,2,1,1,0
116,2020-07-25T00:00:00,2,1,0,1
117,2020-07-26T00:00:00,3,3,0,0
118,2020-07-27T00:00:00,1,1,0,0
119,2020-07-28T00:00:00,2,2,0,0
120,2020-07-29T00:00:00,1,0,1,0
121,2020-07-30T00:00:00,2,2,0,0
122,2020-07-31T00:00:00,0,0,0,0
123,2020-08-01T00:00:00,3,3,0,0
124,2020-08-02T00:00:00,1,1,0,0
125,2020-08-03T00:00:00,0,0,0,0
126,2020-08-04T00:00:00,0,0,0,0
127,2020-08-05T00:00:00,1,1,0,0
128,2020-08-06T00:00:00,3,2,1,0
129,2020-08-07T00:00:00,1,1,0,0
130,2020-08-08T00:00:00,0,0,0,0
131,2020-08-09T00:00:00,0,0,0,0
132,2020-08-10T00:00:00,1,1,0,0
133,2020-08-11T00:00:00,1,1,0,0
134,2020-08-12T00:00:00,0,0,0,0
135,2020-08-13T00:00:00,1,0,0,1
136,2020-08-14T00:00:00,0,0,0,0
137,2020-08-15T00:00:00,1,0,1,0
138,2020-08-16T00:00:00,1,0,1,0
139,2020-08-17T00:00:00,1,0,1,0
140,2020-08-18T00:00:00,3,1,1,1
141,2020-08-19T00:00:00,1,1,0,0
142,2020-08-20T00:00:00,2,1,0,1
143,2020-08-21T00:00:00,0,0,0,0
144,2020-08-22T00:00:00,0,0,0,0
145,2020-08-23T00:00:00,1,0,1,0
146,2020-08-24T00:00:00,0,0,0,0
147,2020-08-25T00:00:00,0,0,0,0
148,2020-08-26T00:00:00,0,0,0,0
149,2020-08-27T00:00:00,1,1,0,0
150,2020-08-28T00:00:00,0,0,0,0
151,2020-08-29T00:00:00,0,0,0,0
152,2020-08-30T00:00:00,1,1,0,0
153,2020-08-31T00:00:00,0,0,0,0
154,2020-09-01T00:00:00,2,2,0,0
155,2020-09-02T00:00:00,0,0,0,0
156,2020-09-03T00:00:00,1,1,0,0
157,2020-09-04T00:00:00,0,0,0,0
158,2020-09-05T00:00:00,1,1,0,0
159,2020-09-06T00:00:00,0,0,0,0
160,2020-09-07T00:00:00,2,2,0,0
161,2020-09-08T00:00:00,0,0,0,0
162,2020-09-09T00:00:00,1,1,0,0
163,2020-09-10T00:00:00,1,0,1,0
164,2020-09-11T00:00:00,1,1,0,0
165,2020-09-12T00:00:00,2,1,1,0
166,2020-09-13T00:00:00,2,1,1,0
167,2020-09-14T00:00:00,2,0,2,0
168,2020-09-15T00:00:00,1,0,1,0
169,2020-09-16T00:00:00,1,0,1,0
170,2020-09-17T00:00:00,7,2,3,2
171,2020-09-18T00:00:00,1,1,0,0
172,2020-09-19T00:00:00,2,0,2,0
173,2020-09-20T00:00:00,1,1,0,0
174,2020-09-21T00:00:00,0,0,0,0
175,2020-09-22T00:00:00,2,2,0,0
176,2020-09-23T00:00:00,1,0,1,0
177,2020-09-24T00:00:00,4,2,2,0
178,2020-09-25T00:00:00,3,0,3,0
179,2020-09-26T00:00:00,4,3,1,0
180,2020-09-27T00:00:00,2,1,1,0
181,2020-09-28T00:00:00,2,1,1,0
182,2020-09-29T00:00:00,5,1,4,0
183,2020-09-30T00:00:00,1,1,0,0
184,2020-10-01T00:00:00,6,3,3,0
185,2020-10-02T00:00:00,2,0,2,0
186,2020-10-03T00:00:00,7,6,1,0
187,2020-10-04T00:00:00,5,4,1,0
188,2020-10-05T00:00:00,0,0,0,0
189,2020-10-06T00:00:00,4,1,2,1
190,2020-10-07T00:00:00,4,3,1,0
191,2020-10-08T00:00:00,7,5,2,0
192,2020-10-09T00:00:00,7,6,1,0
193,2020-10-10T00:00:00,8,6,2,0
194,2020-10-11T00:00:00,2,2,0,0
195,2020-10-12T00:00:00,4,3,1,0
196,2020-10-13T00:00:00,7,5,1,1
197,2020-10-14T00:00:00,7,4,1,2
198,2020-10-15T00:00:00,7,6,1,0
199,2020-10-16T00:00:00,7,3,3,1
200,2020-10-17T00:00:00,6,4,1,1
201,2020-10-18T00:00:00,9,7,2,0
202,2020-10-19T00:00:00,8,7,1,0
203,2020-10-20T00:00:00,5,4,1,0
204,2020-10-21T00:00:00,10,5,4,1
205,2020-10-22T00:00:00,7,7,0,0
206,2020-10-23T00:00:00,7,5,2,0
207,2020-10-24T00:00:00,13,9,4,0
208,2020-10-25T00:00:00,4,3,1,0
209,2020-10-26T00:00:00,8,5,3,0
210,2020-10-27T00:00:00,6,4,1,1
211,2020-10-28T00:00:00,17,15,2,0
212,2020-10-29T00:00:00,12,7,4,1
213,2020-10-30T00:00:00,12,7,5,0
214,2020-10-31T00:00:00,8,7,1,0
215,2020-11-01T00:00:00,11,7,4,0
216,2020-11-02T00:00:00,17,12,4,1
217,2020-11-03T00:00:00,17,13,4,0
218,2020-11-04T00:00:00,14,11,3,0
219,2020-11-05T00:00:00,7,3,4,0
220,2020-11-06T00:00:00,16,10,6,0
221,2020-11-07T00:00:00,22,13,9,0
222,2020-11-08T00:00:00,15,11,4,0
223,2020-11-09T00:00:00,19,17,1,1
224,2020-11-10T00:00:00,26,21,5,0
225,2020-11-11T00:00:00,20,14,5,1
226,2020-11-12T00:00:00,12,7,4,1
227,2020-11-13T00:00:00,25,13,11,1
228,2020-11-14T00:00:00,20,13,7,0
229,2020-11-15T00:00:00,15,14,1,0
230,2020-11-16T00:00:00,20,16,3,1
231,2020-11-17T00:00:00,15,11,4,0
232,2020-11-18T00:00:00,13,10,2,1
233,2020-11-19T00:00:00,20,18,1,1
234,2020-11-20T00:00:00,19,17,2,0
235,2020-11-21T00:00:00,18,15,3,0
236,2020-11-22T00:00:00,18,15,3,0
237,2020-11-23T00:00:00,23,19,4,0
238,2020-11-24T00:00:00,16,14,2,0
239,2020-11-25T00:00:00,25,19,5,1
240,2020-11-26T00:00:00,16,13,3,0
241,2020-11-27T00:00:00,20,14,6,0
242,2020-11-28T00:00:00,20,13,4,3
243,2020-11-29T00:00:00,18,12,3,3
244,2020-11-30T00:00:00,22,15,5,2
245,2020-12-01T00:00:00,27,15,12,0
246,2020-12-02T00:00:00,27,18,6,3
247,2020-12-03T00:00:00,17,9,4,4
248,2020-12-04T00:00:00,21,13,6,2
249,2020-12-05T00:00:00,23,15,6,2
250,2020-12-06T00:00:00,26,12,8,6
251,2020-12-07T00:00:00,19,10,4,5
252,2020-12-08T00:00:00,34,23,3,8
253,2020-12-09T00:00:00,32,17,9,6
254,2020-12-10T00:00:00,21,17,2,2
255,2020-12-11T00:00:00,23,14,7,2
256,2020-12-12T00:00:00,42,23,13,6
257,2020-12-13T00:00:00,28,17,7,4
258,2020-12-14T00:00:00,31,19,10,2
259,2020-12-15T00:00:00,38,27,10,1
260,2020-12-16T00:00:00,26,17,5,4
261,2020-12-17T00:00:00,35,27,5,3
262,2020-12-18T00:00:00,42,24,15,3
263,2020-12-19T00:00:00,37,27,9,1
264,2020-12-20T00:00:00,36,25,9,2
265,2020-12-21T00:00:00,36,23,13,0
266,2020-12-22T00:00:00,46,29,15,2
267,2020-12-23T00:00:00,41,31,7,3
268,2020-12-24T00:00:00,48,32,13,3
269,2020-12-25T00:00:00,32,25,7,0
270,2020-12-26T00:00:00,44,32,10,2
271,2020-12-27T00:00:00,44,31,8,5
272,2020-12-28T00:00:00,36,25,9,2
273,2020-12-29T00:00:00,50,39,10,1
274,2020-12-30T00:00:00,46,32,13,1
275,2020-12-31T00:00:00,54,41,12,1
276,2021-01-01T00:00:00,53,38,12,3
277,2021-01-02T00:00:00,42,29,10,3
278,2021-01-03T00:00:00,49,39,7,3
279,2021-01-04T00:00:00,58,40,18,0
280,2021-01-05T00:00:00,51,42,7,2
281,2021-01-06T00:00:00,51,35,11,5
282,2021-01-07T00:00:00,50,41,7,2
283,2021-01-08T00:00:00,47,29,15,3
284,2021-01-09T00:00:00,65,54,7,4
285,2021-01-10T00:00:00,51,40,8,3
286,2021-01-11T00:00:00,52,45,5,2
287,2021-01-12T00:00:00,44,30,9,5
288,2021-01-13T00:00:00,55,38,14,3
289,2021-01-14T00:00:00,46,32,11,3
290,2021-01-15T00:00:00,52,39,10,3
291,2021-01-16T00:00:00,68,48,15,5
292,2021-01-17T00:00:00,79,64,13,2
293,2021-01-18T00:00:00,57,41,12,4
294,2021-01-19T00:00:00,65,49,14,2
295,2021-01-20T00:00:00,54,40,11,3
296,2021-01-21T00:00:00,65,51,10,4
297,2021-01-22T00:00:00,55,38,13,4
298,2021-01-23T00:00:00,57,43,8,6
299,2021-01-24T00:00:00,51,40,9,2
300,2021-01-25T00:00:00,54,39,13,2
301,2021-01-26T00:00:00,64,46,18,0
302,2021-01-27T00:00:00,47,36,8,3
303,2021-01-28T00:00:00,48,37,6,5
304,2021-01-29T00:00:00,53,37,13,3
305,2021-01-30T00:00:00,56,48,6,2
306,2021-01-31T00:00:00,42,31,9,2
307,2021-02-01T00:00:00,41,32,8,1
308,2021-02-02T00:00:00,49,35,10,4
309,2021-02-03T00:00:00,34,22,9,3
310,2021-02-04T00:00:00,40,29,9,2
311,2021-02-05T00:00:00,25,19,4,2
312,2021-02-06T00:00:00,31,22,7,2
313,2021-02-07T00:00:00,20,14,3,3
314,2021-02-08T00:00:00,30,27,3,0
315,2021-02-09T00:00:00,29,16,12,1
316,2021-02-10T00:00:00,31,26,4,1
317,2021-02-11T00:00:00,19,18,1,0
318,2021-02-12T00:00:00,26,19,6,1
319,2021-02-13T00:00:00,15,12,2,1
320,2021-02-14T00:00:00,29,21,7,1
321,2021-02-15T00:00:00,19,14,5,0
322,2021-02-16T00:00:00,20,16,3,1
323,2021-02-17T00:00:00,32,21,8,3
324,2021-02-18T00:00:00,19,11,8,0
325,2021-02-19T00:00:00,16,11,4,1
326,2021-02-20T00:00:00,16,11,5,0
327,2021-02-21T00:00:00,14,13,1,0
328,2021-02-22T00:00:00,14,8,4,2
329,2021-02-23T00:00:00,18,14,3,1
330,2021-02-24T00:00:00,13,10,3,0
331,2021-02-25T00:00:00,15,11,4,0
332,2021-02-26T00:00:00,16,14,1,1
333,2021-02-27T00:00:00,7,4,3,0
334,2021-02-28T00:00:00,11,7,2,2
335,2021-03-01T00:00:00,13,6,5,2
336,2021-03-02T00:00:00,18,15,2,1
337,2021-03-03T00:00:00,13,11,2,0
338,2021-03-04T00:00:00,9,6,3,0
339,2021-03-05T00:00:00,12,8,2,2
340,2021-03-06T00:00:00,11,10,1,0
341,2021-03-07T00:00:00,12,8,3,1
342,2021-03-08T00:00:00,15,14,1,0
343,2021-03-09T00:00:00,13,9,4,0
344,2021-03-10T00:00:00,11,7,3,1
345,2021-03-11T00:00:00,14,10,3,1
346,2021-03-12T00:00:00,12,8,3,1
347,2021-03-13T00:00:00,11,6,5,0
348,2021-03-14T00:00:00,8,8,0,0
349,2021-03-15T00:00:00,10,8,2,0
350,2021-03-16T00:00:00,16,12,2,2
351,2021-03-17T00:00:00,15,8,6,1
352,2021-03-18T00:00:00,11,7,1,3
353,2021-03-19T00:00:00,18,14,2,2
354,2021-03-20T00:00:00,4,3,1,0
355,2021-03-21T00:00:00,8,5,3,0
356,2021-03-22T00:00:00,14,11,2,1
357,2021-03-23T00:00:00,15,10,5,0
358,2021-03-24T00:00:00,19,16,1,2
359,2021-03-25T00:00:00,17,15,2,0
360,2021-03-26T00:00:00,19,17,2,0
361,2021-03-27T00:00:00,16,13,0,3
362,2021-03-28T00:00:00,19,15,4,0
363,2021-03-29T00:00:00,20,14,5,1
364,2021-03-30T00:00:00,15,14,1,0
365,2021-03-31T00:00:00,16,13,3,0
366,2021-04-01T00:00:00,19,15,2,2
367,2021-04-02T00:00:00,11,9,1,1
368,2021-04-03T00:00:00,13,10,2,1
369,2021-04-04T00:00:00,25,19,5,1
370,2021-04-05T00:00:00,23,19,2,2
371,2021-04-06T00:00:00,16,11,5,0
372,2021-04-07T00:00:00,25,18,5,2
373,2021-04-08T00:00:00,19,10,6,3
374,2021-04-09T00:00:00,31,26,5,0
375,2021-04-10T00:00:00,23,22,0,1
376,2021-04-11T00:00:00,27,23,4,0
377,2021-04-12T00:00:00,31,25,4,2
378,2021-04-13T00:00:00,38,30,6,2
379,2021-04-14T00:00:00,23,17,2,4
380,2021-04-15T00:00:00,25,18,2,5
381,2021-04-16T00:00:00,22,19,3,0
382,2021-04-17T00:00:00,33,31,2,0
383,2021-04-18T00:00:00,34,27,4,3
384,2021-04-19T00:00:00,36,26,9,1
385,2021-04-20T00:00:00,29,25,3,1
386,2021-04-21T00:00:00,22,16,3,3
387,2021-04-22T00:00:00,44,40,2,2
388,2021-04-23T00:00:00,30,27,2,1
389,2021-04-24T00:00:00,34,29,5,0
390,2021-04-25T00:00:00,37,31,5,1
391,2021-04-26T00:00:00,38,32,4,2
392,2021-04-27T00:00:00,34,27,6,1
393,2021-04-28T00:00:00,31,27,4,0
394,2021-04-29T00:00:00,23,18,4,1
395,2021-04-30T00:00:00,27,23,3,1
396,2021-05-01T00:00:00,38,27,6,5
397,2021-05-02T00:00:00,22,22,0,0
398,2021-05-03T00:00:00,29,25,3,1
399,2021-05-04T00:00:00,30,25,1,4
400,2021-05-05T00:00:00,24,22,1,1
401,2021-05-06T00:00:00,34,27,4,3
402,2021-05-07T00:00:00,37,33,2,2
403,2021-05-08T00:00:00,33,31,2,0
404,2021-05-09T00:00:00,24,21,2,1
405,2021-05-10T00:00:00,23,21,2,0
406,2021-05-11T00:00:00,27,24,3,0
407,2021-05-12T00:00:00,32,23,7,2
408,2021-05-13T00:00:00,23,22,0,1
409,2021-05-14T00:00:00,14,11,3,0
410,2021-05-15T00:00:00,20,19,1,0
411,2021-05-16T00:00:00,17,13,4,0
412,2021-05-17T00:00:00,21,15,3,3
413,2021-05-18T00:00:00,22,19,3,0
414,2021-05-19T00:00:00,22,20,2,0
415,2021-05-20T00:00:00,23,18,5,0
416,2021-05-21T00:00:00,18,15,1,2
417,2021-05-22T00:00:00,29,24,2,3
418,2021-05-23T00:00:00,14,12,1,1
419,2021-05-24T00:00:00,15,13,2,0
420,2021-05-25T00:00:00,20,18,2,0
421,2021-05-26T00:00:00,21,16,5,0
422,2021-05-27T00:00:00,16,14,2,0
423,2021-05-28T00:00:00,27,21,5,1
424,2021-05-29T00:00:00,23,18,4,1
425,2021-05-30T00:00:00,15,13,2,0
426,2021-05-31T00:00:00,16,12,4,0
427,2021-06-01T00:00:00,10,10,0,0
428,2021-06-02T00:00:00,16,12,3,1
429,2021-06-03T00:00:00,10,9,1,0
430,2021-06-04T00:00:00,12,10,1,1
431,2021-06-05T00:00:00,15,13,1,1
432,2021-06-06T00:00:00,10,10,0,0
433,2021-06-07T00:00:00,10,10,0,0
434,2021-06-08T00:00:00,6,5,1,0
435,2021-06-09T00:00:00,11,6,4,1
436,2021-06-10T00:00:00,2,1,1,0
437,2021-06-11T00:00:00,2,2,0,0
438,2021-06-12T00:00:00,5,4,1,0
439,2021-06-13T00:00:00,9,7,2,0
440,2021-06-14T00:00:00,8,7,0,1
441,2021-06-15T00:00:00,4,3,1,0
442,2021-06-16T00:00:00,4,3,1,0
443,2021-06-17T00:00:00,9,7,1,1
444,2021-06-18T00:00:00,4,3,1,0
445,2021-06-19T00:00:00,2,1,1,0
446,2021-06-20T00:00:00,9,7,1,1
447,2021-06-21T00:00:00,8,6,1,1
448,2021-06-22T00:00:00,3,3,0,0
449,2021-06-23T00:00:00,8,7,1,0
450,2021-06-24T00:00:00,4,4,0,0
451,2021-06-25T00:00:00,0,0,0,0
452,2021-06-26T00:00:00,6,6,0,0
453,2021-06-27T00:00:00,6,4,2,0
454,2021-06-28T00:00:00,2,1,1,0
455,2021-06-29T00:00:00,6,1,5,0
456,2021-06-30T00:00:00,3,2,1,0
457,2021-07-01T00:00:00,5,4,1,0
458,2021-07-02T00:00:00,5,2,3,0
459,2021-07-03T00:00:00,3,3,0,0
460,2021-07-04T00:00:00,5,4,1,0
461,2021-07-05T00:00:00,7,5,2,0
462,2021-07-06T00:00:00,5,5,0,0
463,2021-07-07T00:00:00,5,5,0,0
464,2021-07-08T00:00:00,7,6,0,1
465,2021-07-09T00:00:00,6,3,3,0
466,2021-07-10T00:00:00,4,3,1,0
467,2021-07-11T00:00:00,4,3,1,0
468,2021-07-12T00:00:00,5,2,3,0
469,2021-07-13T00:00:00,8,5,3,0
470,2021-07-14T00:00:00,3,2,0,1
471,2021-07-15T00:00:00,3,2,1,0
